Name,chr,pos,Relation_to_Island,UCSC_RefGene_Name,UCSC_RefGene_Group,hg
cg20521527,chr10,101292635,Island,NKX2-3,TSS200,hg19
cg08593261,chr4,85419494,Island,NKX6-1,TSS200,hg19
cg20720059,chr2,14772731,Island,FAM84A,TSS200,hg19
cg25307168,chr20,37353035,Island,SLC32A1,TSS200,hg19
cg19200589,chr21,36041605,Island,CLIC6,TSS200,hg19
cg06425593,chr6,71998385,Island,OGFRL1,TSS200,hg19
cg08478074,chr1,110613397,S_Shore,ALX3,TSS200,hg19
cg15487105,chr22,19744051,Island,TBX1;TBX1;TBX1,TSS200;TSS200;TSS200,hg19
cg16654801,chr10,119301763,Island,EMX2;EMX2OS;EMX2,TSS200;Body;TSS200,hg19
cg12363545,chr3,107809973,Island,CD47;CD47;CD47,TSS200;TSS200;TSS200,hg19
cg24599434,chr3,172166242,Island,GHSR;GHSR,TSS200;TSS200,hg19
cg01550473,chr1,161493932,N_Shore,HSPA6,TSS200,hg19
cg20779964,chr20,54580070,Island,CBLN4,TSS200,hg19
cg12628145,chr5,524679,Island,SLC9A3,TSS200,hg19
cg22240472,chr11,17498517,Island,ABCC8,TSS200,hg19
cg23104227,chr2,70781287,Island,TGFA;TGFA,TSS200;TSS200,hg19
cg07195011,chr5,11904114,Island,CTNND2,TSS200,hg19
cg03013298,chr7,44365316,Island,CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200,hg19
cg09010323,chr11,75379568,Island,MAP6;MAP6,TSS200;TSS200,hg19
cg26349375,chr6,150464124,Island,PPP1R14C,TSS200,hg19
cg11299660,chr19,19626895,Island,NDUFA13;TSSK6,TSS200;TSS1500,hg19
cg17146570,chr20,57875362,Island,EDN3;EDN3;EDN3;EDN3,TSS200;TSS200;TSS200;TSS200,hg19
cg24457126,chr6,46620666,Island,CYP39A1;SLC25A27,TSS200;TSS200,hg19
cg10031614,chr4,81187601,Island,FGF5;FGF5,TSS200;TSS200,hg19
cg22265644,chr20,21494716,Island,NKX2-2,TSS200,hg19
cg01435574,chr11,129245728,Island,BARX2,TSS200,hg19
cg14503744,chr9,77112053,N_Shore,RORB,TSS200,hg19
cg04727116,chr5,40679832,Island,PTGER4,TSS200,hg19
cg07026599,chr16,79634736,Island,MAF;MAF,TSS200;TSS200,hg19
cg22266749,chr4,110223959,Island,COL25A1;COL25A1,TSS200;TSS200,hg19
cg08706670,chr8,99439119,Island,KCNS2,TSS200,hg19
cg04970117,chr3,45838037,Island,SLC6A20;SLC6A20,TSS200;TSS200,hg19
cg23609571,chr14,70655845,Island,SLC8A3;SLC8A3;SLC8A3;SLC8A3,TSS200;TSS200;TSS200;TSS200,hg19
cg12807794,chr20,591085,Island,TCF15,TSS200,hg19
cg04508687,chr6,167275843,Island,RPS6KA2,TSS200,hg19
cg09290941,chr14,31343685,Island,COCH;COCH,TSS200;TSS200,hg19
cg07410872,chr4,174451455,Island,HAND2;NBLA00301,TSS200;TSS200,hg19
cg02736420,chr13,95364569,Island,SOX21,TSS200,hg19
cg10441013,chr1,160039990,N_Shore,KCNJ10,TSS200,hg19
cg25577322,chr7,17338213,N_Shore,AHR,TSS200,hg19
cg04975856,chr21,38071911,Island,SIM2;SIM2,TSS200;TSS200,hg19
cg17037282,chr5,50678928,Island,ISL1,TSS200,hg19
cg24310461,chr1,220863572,Island,C1orf115,TSS200,hg19
cg07482935,chr7,103630013,Island,RELN;RELN,TSS200;TSS200,hg19
cg17463149,chr1,201252453,Island,PKP1;PKP1,TSS200;TSS200,hg19
cg24089118,chr14,52734251,Island,PTGDR,TSS200,hg19
cg02547025,chr2,30454275,Island,LBH,TSS200,hg19
cg27237300,chr21,34442292,Island,OLIG1,TSS200,hg19
cg26117986,chr1,19638715,Island,PQLC2;AKR7A2;PQLC2;PQLC2,TSS200;TSS200;TSS200;TSS200,hg19
cg18795469,chr10,98945793,Island,SLIT1,TSS200,hg19
cg07697569,chr11,118966186,Island,H2AFX,TSS200,hg19
cg21773967,chr17,15166047,Island,PMP22;PMP22,TSS200;5'UTR,hg19
cg01576531,chr8,29206508,Island,DUSP4;DUSP4,TSS200;Body,hg19
cg04738301,chr12,96184580,Island,NTN4,TSS200,hg19
cg24458474,chr10,88126273,Island,GRID1,TSS200,hg19
cg18862610,chr10,6019621,Island,IL15RA;IL15RA,TSS200;5'UTR,hg19
cg12928379,chr11,637175,Island,DRD4,TSS200,hg19
cg05085230,chr6,133562461,Island,EYA4;EYA4;EYA4,TSS200;TSS200;TSS200,hg19
cg08363605,chr15,50474388,Island,SLC27A2;SLC27A2,TSS200;TSS200,hg19
cg07274618,chr17,74070698,Island,GALR2,TSS200,hg19
cg02403292,chr5,168728193,Island,SLIT3,TSS200,hg19
cg08261878,chr2,219925330,Island,IHH,TSS200,hg19
cg18097532,chr11,17498541,Island,ABCC8,TSS200,hg19
cg21504815,chr6,27791876,Island,HIST1H4J,TSS200,hg19
cg11971027,chr1,153651147,Island,NPR1,TSS200,hg19
cg06048524,chr10,44880542,Island,CXCL12;CXCL12;CXCL12,TSS200;TSS200;TSS200,hg19
cg20551181,chr11,20620920,N_Shore,SLC6A5,TSS200,hg19
cg23994917,chr2,232791126,Island,NPPC,TSS200,hg19
cg24225517,chr6,108487063,Island,NR2E1,TSS200,hg19
cg04599265,chr11,118927966,Island,HYOU1;HYOU1,TSS200;TSS200,hg19
cg16887890,chr2,219745233,Island,WNT10A,TSS200,hg19
cg01616926,chr4,111558602,N_Shore,PITX2;PITX2,TSS200;TSS200,hg19
cg14174099,chr14,70655862,Island,SLC8A3;SLC8A3;SLC8A3;SLC8A3,TSS200;TSS200;TSS200;TSS200,hg19
cg13935962,chr4,174451443,Island,HAND2;NBLA00301,TSS200;TSS200,hg19
cg17468987,chr17,46688448,Island,HOXB7,TSS200,hg19
cg10315231,chr3,89156568,OpenSea,EPHA3;EPHA3,TSS200;TSS200,hg19
cg14336879,chr17,27333117,Island,SEZ6;SEZ6,TSS200;TSS200,hg19
cg01300410,chr10,95653653,Island,TMEM20;TMEM20,TSS200;TSS200,hg19
cg21014159,chr11,117668035,Island,DSCAML1,TSS200,hg19
cg07776900,chr2,63277919,Island,OTX1,TSS200,hg19
cg00580978,chr12,72667386,Island,LOC283392;LOC283392;TRHDE,TSS200;TSS200;Body,hg19
cg27427357,chr6,26027618,Island,HIST1H4B,TSS200,hg19
cg08694014,chr16,68482591,Island,SMPD3,TSS200,hg19
cg24156658,chr11,65122092,Island,TIGD3,TSS200,hg19
cg03028685,chr10,99078963,Island,FRAT1,TSS200,hg19
cg11471772,chr6,100911687,N_Shore,SIM1,TSS200,hg19
cg12387713,chr5,174151567,Island,MSX2,TSS200,hg19
cg05857979,chr16,1031653,Island,SOX8,TSS200,hg19
cg18729886,chr14,61788339,Island,PRKCH,TSS200,hg19
cg08452658,chr15,83776271,Island,TM6SF1;TM6SF1,TSS200;TSS200,hg19
cg24131748,chr14,31343699,Island,COCH;COCH,TSS200;TSS200,hg19
cg08920068,chr5,121414076,Island,LOX,TSS200,hg19
cg00384539,chr8,70983567,Island,PRDM14,TSS200,hg19
cg07070391,chr20,21494748,Island,NKX2-2,TSS200,hg19
cg17145587,chr2,230579435,Island,DNER,TSS200,hg19
cg08844894,chr1,12226961,Island,TNFRSF1B,TSS200,hg19
cg10629682,chr2,27486061,Island,SLC30A3,TSS200,hg19
cg10510891,chr14,50159699,Island,KLHDC1,TSS200,hg19
cg15610020,chr10,100995813,S_Shore,HPSE2;HPSE2;HPSE2;HPSE2,TSS200;TSS200;TSS200;TSS200,hg19
cg05262436,chr6,137815569,N_Shore,OLIG3,TSS200,hg19
cg25886719,chr11,33796235,Island,FBXO3;FBXO3,TSS200;TSS200,hg19
cg10961753,chr12,54332530,N_Shore,HOXC13,TSS200,hg19
cg08530317,chr11,20620824,N_Shore,SLC6A5,TSS200,hg19
cg17755964,chr1,2461834,Island,HES5,TSS200,hg19
cg01960526,chr2,46524359,Island,EPAS1,TSS200,hg19
cg03580297,chr1,99729804,N_Shore,LPPR4;LPPR4,TSS200;TSS200,hg19
cg23283076,chr1,27114325,Island,PIGV,TSS200,hg19
cg22255664,chr4,168155853,S_Shore,SPOCK3;SPOCK3,TSS200;TSS200,hg19
cg20528583,chr4,81187610,Island,FGF5;FGF5,TSS200;TSS200,hg19
cg05499262,chr2,222437089,Island,EPHA4,TSS200,hg19
cg23574897,chr10,102988836,Island,LBX1;FLJ41350,TSS200;TSS1500,hg19
cg15738605,chr3,186080208,S_Shore,DGKG;DGKG;DGKG,TSS200;TSS200;TSS200,hg19
cg23277376,chr6,46703232,Island,PLA2G7;PLA2G7,TSS200;5'UTR,hg19
cg27392444,chr7,123389159,Island,WASL,TSS200,hg19
cg23313650,chr7,123389169,Island,WASL,TSS200,hg19
cg14492800,chr5,37839923,Island,GDNF,TSS200,hg19
cg20374054,chr11,124735126,Island,ROBO3,TSS200,hg19
cg11904759,chr17,80656664,Island,RAB40B,TSS200,hg19
cg23383483,chr11,128761180,Island,KCNJ5,TSS200,hg19
cg08073312,chr3,137483555,Island,SOX14,TSS200,hg19
cg00733780,chr10,26505127,Island,GAD2;GAD2,TSS200;TSS200,hg19
cg22287067,chr18,31803458,Island,NOL4,TSS200,hg19
cg27528660,chr8,72987924,Island,TRPA1,TSS200,hg19
cg07647353,chr10,71333186,Island,NEUROG3,TSS200,hg19
cg25835669,chr22,18593441,Island,TUBA8,TSS200,hg19
cg00033668,chr12,15942561,Island,EPS8,TSS200,hg19
cg07134065,chr3,13921803,Island,WNT7A,TSS200,hg19
cg10421979,chr17,48546321,Island,CHAD;ACSF2,TSS200;Body,hg19
cg08908184,chr10,102890974,N_Shore,TLX1;TLX1NB,TSS200;TSS200,hg19
cg09827752,chr1,2461823,Island,HES5,TSS200,hg19
cg19640439,chr1,51435462,Island,CDKN2C;CDKN2C;CDKN2C,TSS200;5'UTR;1stExon,hg19
cg16280705,chr5,110408910,Island,TSLP;TSLP,TSS200;Body,hg19
cg06221680,chr1,151689396,OpenSea,TNRC4,TSS200,hg19
cg16524928,chr20,21494679,Island,NKX2-2,TSS200,hg19
cg10176160,chr3,184279528,Island,EPHB3,TSS200,hg19
cg18324707,chr7,137531801,Island,DGKI,TSS200,hg19
cg15778437,chr11,31839521,Island,PAX6,TSS200,hg19
cg04851935,chr6,46703193,Island,PLA2G7;PLA2G7,TSS200;5'UTR,hg19
cg16158681,chr16,56623109,Island,MT3,TSS200,hg19
cg04672706,chr8,55370423,Island,SOX17,TSS200,hg19
cg25861340,chr5,524683,Island,SLC9A3,TSS200,hg19
cg01869405,chr19,33166228,Island,ANKRD27;RGS9BP,TSS200;TSS200,hg19
cg22000330,chr17,14204485,Island,HS3ST3B1,TSS200,hg19
cg24678862,chr5,3595977,Island,IRX1,TSS200,hg19
cg13682477,chr8,63998667,Island,TTPA,TSS200,hg19
cg21123160,chr3,10857719,Island,SLC6A11,TSS200,hg19
cg08946575,chr1,85931072,Island,DDAH1;DDAH1,TSS200;5'UTR,hg19
cg16164276,chr3,11034345,N_Shore,SLC6A1,TSS200,hg19
cg25830048,chr17,8027460,N_Shore,HES7;HES7,TSS200;TSS200,hg19
cg24136114,chr20,23030343,Island,THBD,TSS200,hg19
cg09158990,chr12,49372112,Island,WNT1,TSS200,hg19
cg01300405,chr19,19626978,Island,NDUFA13;TSSK6,TSS200;TSS1500,hg19
cg09183753,chr20,55204342,Island,TFAP2C,TSS200,hg19
cg15987088,chr3,172166234,Island,GHSR;GHSR,TSS200;TSS200,hg19
cg00379080,chr12,15942595,Island,EPS8,TSS200,hg19
cg21172458,chr8,86350927,Island,CA3,TSS200,hg19
cg08681432,chr16,23193848,Island,SCNN1G,TSS200,hg19
cg14383716,chr7,90893663,Island,FZD1,TSS200,hg19
cg26615830,chr4,4861330,Island,MSX1,TSS200,hg19
cg08592707,chr17,56833076,Island,PPM1E,TSS200,hg19
cg04306172,chr10,105253551,Island,NEURL,TSS200,hg19
cg14731653,chr2,219858154,Island,CRYBA2;CRYBA2;CRYBA2,TSS200;TSS200;TSS200,hg19
cg26330135,chr1,112531947,Island,KCND3;KCND3,TSS200;TSS200,hg19
cg11142826,chr17,44896223,Island,WNT3,TSS200,hg19
cg18285309,chr1,40157229,Island,HPCAL4,TSS200,hg19
cg25602921,chr17,8924763,Island,NTN1,TSS200,hg19
cg26732804,chr10,94449567,Island,HHEX,TSS200,hg19
cg16851924,chr2,182521880,Island,CERKL;CERKL;CERKL;CERKL;CERKL;CERKL;CERKL,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200,hg19
cg23634124,chr17,48049952,Island,DLX4;DLX4,TSS200;Body,hg19
cg00547445,chr10,95326291,Island,GPR120,TSS200,hg19
cg05598562,chr13,28674876,Island,FLT3,TSS200,hg19
cg25437947,chr8,17941982,Island,ASAH1;ASAH1;ASAH1,TSS200;Body;Body,hg19
cg17967577,chr13,88324711,N_Shore,SLITRK5,TSS200,hg19
cg12071328,chr11,20690930,Island,NELL1;NELL1,TSS200;TSS200,hg19
cg10297191,chr6,46620661,Island,CYP39A1;SLC25A27,TSS200;TSS200,hg19
cg06157334,chr2,219724539,Island,WNT6,TSS200,hg19
cg24061141,chr7,35293869,Island,TBX20;TBX20,TSS200;TSS200,hg19
cg26866482,chr12,103351443,N_Shore,ASCL1,TSS200,hg19
cg25949958,chr11,31833007,Island,PAX6;PAX6;PAX6,TSS200;5'UTR;TSS200,hg19
cg09254142,chr1,25943891,N_Shore,MAN1C1,TSS200,hg19
cg15490781,chr2,219858271,Island,CRYBA2;CRYBA2;CRYBA2,TSS200;TSS200;TSS200,hg19
cg11730925,chr1,118148412,Island,FAM46C,TSS200,hg19
cg17985646,chr7,35293759,Island,TBX20;TBX20,TSS200;TSS200,hg19
cg14891195,chr18,30353000,S_Shore,KLHL14,TSS200,hg19
cg12253830,chr12,22487668,Island,ST8SIA1,TSS200,hg19
cg19271133,chr6,26027581,Island,HIST1H4B,TSS200,hg19
cg19046826,chr17,48546297,Island,CHAD;ACSF2,TSS200;Body,hg19
cg02929734,chr16,67226033,OpenSea,E2F4,TSS200,hg19
cg08826127,chr3,45838226,Island,SLC6A20;SLC6A20,TSS200;TSS200,hg19
cg23016129,chr10,22634224,Island,SPAG6;SPAG6,TSS200;TSS200,hg19
cg01587896,chr5,50678925,Island,ISL1,TSS200,hg19
cg22243438,chr7,43622574,N_Shore,STK17A,TSS200,hg19
cg03969906,chr6,26021768,N_Shore,HIST1H4A,TSS200,hg19
cg06994090,chr5,76011849,Island,F2R,TSS200,hg19
cg05377596,chr1,61547973,N_Shore,NFIA;NFIA;NFIA;NFIA,TSS200;Body;Body;TSS200,hg19
cg08445263,chr15,27216277,Island,GABRG3,TSS200,hg19
cg08871383,chr2,46524363,Island,EPAS1,TSS200,hg19
cg26039254,chr4,52917541,Island,SPATA18,TSS200,hg19
cg15326320,chr2,172967665,Island,DLX2,TSS200,hg19
cg00095027,chr7,87563525,Island,ADAM22;ADAM22;ADAM22;ADAM22;ADAM22,TSS200;TSS200;TSS200;TSS200;TSS200,hg19
cg09248655,chr19,48897955,S_Shore,GRIN2D,TSS200,hg19
cg09486260,chr19,10400648,Island,ICAM5,TSS200,hg19
cg07240937,chr1,153650963,Island,NPR1,TSS200,hg19
cg00688962,chr4,21950567,Island,KCNIP4,TSS200,hg19
cg24248486,chr3,72897631,Island,SHQ1,TSS200,hg19
cg11199036,chr3,129325693,S_Shore,PLXND1,TSS200,hg19
cg07114770,chr1,144932136,Island,PDE4DIP;PDE4DIP;PDE4DIP,TSS200;Body;Body,hg19
cg11912543,chr6,75915730,Island,COL12A1;COL12A1,TSS200;TSS200,hg19
cg18416576,chr7,27214043,Island,HOXA10;HOXA10,TSS200;Body,hg19
cg07018071,chr1,59249834,Island,JUN,TSS200,hg19
cg18447772,chr7,27205224,Island,HOXA9,TSS200,hg19
cg05663122,chr19,59055778,Island,TRIM28,TSS200,hg19
cg24890054,chr2,18059752,Island,KCNS3,TSS200,hg19
cg17090593,chr2,73144410,Island,EMX1,TSS200,hg19
cg13547577,chr2,45878859,Island,PRKCE,TSS200,hg19
cg09854746,chr1,168195074,Island,SFT2D2,TSS200,hg19
cg20055841,chr14,52780919,Island,PTGER2,TSS200,hg19
cg11247289,chr1,19991707,Island,HTR6,TSS200,hg19
cg25223263,chr11,119020168,Island,ABCG4;ABCG4,TSS200;5'UTR,hg19
cg11744777,chr6,27799370,Island,HIST1H4K,TSS200,hg19
cg19617792,chr2,158485415,Island,ACVR1C;ACVR1C;ACVR1C,TSS200;TSS200;TSS200,hg19
cg13626505,chr15,76603987,Island,ETFA;ETFA,TSS200;TSS200,hg19
cg27019126,chr18,56940693,Island,RAX,TSS200,hg19
cg16268160,chr11,124735218,Island,ROBO3,TSS200,hg19
cg03345106,chr7,43622578,N_Shore,STK17A,TSS200,hg19
cg16347317,chr6,133562336,Island,EYA4;EYA4;EYA4,TSS200;TSS200;TSS200,hg19
cg11723848,chr4,96470286,Island,UNC5C,TSS200,hg19
cg16440629,chr17,44896147,Island,WNT3,TSS200,hg19
cg23847109,chr1,40783060,Island,COL9A2,TSS200,hg19
cg14160599,chr1,144932227,Island,PDE4DIP;PDE4DIP;PDE4DIP,TSS200;Body;Body,hg19
cg25222263,chr20,61273772,Island,SLCO4A1,TSS200,hg19
cg01454815,chr16,23193933,Island,SCNN1G,TSS200,hg19
cg18718634,chr11,118023765,Island,SCN4B;SCN4B,TSS200;TSS200,hg19
cg09999109,chr8,54164310,Island,OPRK1,TSS200,hg19
cg11674373,chr10,7708997,OpenSea,ITIH5;ITIH5,TSS200;TSS200,hg19
cg06190380,chr10,64576262,Island,EGR2;EGR2;EGR2;EGR2,TSS200;5'UTR;TSS200;TSS200,hg19
cg14284889,chr11,65122212,Island,TIGD3,TSS200,hg19
cg08590601,chr11,128563634,Island,FLI1;FLI1,TSS200;5'UTR,hg19
cg18769103,chr1,236445447,Island,ERO1LB,TSS200,hg19
cg07923666,chr12,49932857,Island,KCNH3,TSS200,hg19
cg11459006,chr10,103986047,Island,ELOVL3,TSS200,hg19
cg16672925,chr10,90967113,N_Shore,CH25H,TSS200,hg19
cg23989516,chr11,65554385,Island,OVOL1,TSS200,hg19
cg11528328,chr21,36041683,Island,CLIC6,TSS200,hg19
cg02328332,chr12,113909934,Island,LHX5,TSS200,hg19
cg21127268,chr11,125366265,Island,FEZ1;FEZ1,TSS200;TSS200,hg19
cg02957576,chr22,38851366,S_Shore,KCNJ4,TSS200,hg19
cg06614469,chr18,48086302,Island,MAPK4,TSS200,hg19
cg23217126,chr18,67068268,Island,DOK6,TSS200,hg19
cg27113059,chr18,47088248,Island,LIPG,TSS200,hg19
cg00699993,chr4,158141570,Island,GRIA2;GRIA2;GRIA2,TSS200;TSS1500;TSS200,hg19
cg06132028,chr6,133562466,Island,EYA4;EYA4;EYA4,TSS200;TSS200;TSS200,hg19
cg19117365,chr3,139653915,Island,CLSTN2,TSS200,hg19
cg26295057,chr5,37839829,Island,GDNF,TSS200,hg19
cg03256465,chr1,59249883,Island,JUN,TSS200,hg19
cg27037018,chr5,1445567,Island,SLC6A3,TSS200,hg19
cg14917700,chr3,72897678,Island,SHQ1,TSS200,hg19
cg01565028,chr19,48898052,S_Shore,GRIN2D,TSS200,hg19
cg07555797,chr14,61788314,Island,PRKCH,TSS200,hg19
cg18453192,chr8,38243907,Island,LETM2,TSS200,hg19
cg27625055,chr20,41818574,Island,PTPRT;PTPRT,TSS200;TSS200,hg19
cg08326075,chr15,91643003,Island,SV2B;SV2B,TSS200;TSS1500,hg19
cg15946251,chr11,128761154,Island,KCNJ5,TSS200,hg19
cg22277431,chr2,75426726,Island,TACR1;TACR1,TSS200;TSS200,hg19
cg02047489,chr5,76011836,Island,F2R,TSS200,hg19
cg03020810,chr10,102890984,N_Shore,TLX1;TLX1NB,TSS200;TSS200,hg19
cg24217844,chr6,137243219,Island,SLC35D3,TSS200,hg19
cg26783464,chr1,145549064,OpenSea,ANKRD35,TSS200,hg19
cg18923221,chr8,48650727,Island,CEBPD,TSS200,hg19
cg02567119,chr10,102891045,Island,TLX1;TLX1NB,TSS200;TSS200,hg19
cg07791427,chr12,54402704,Island,HOXC8,TSS200,hg19
cg23647191,chr1,71513494,Island,PTGER3;PTGER3;PTGER3;PTGER3;PTGER3;PTGER3;PTGER3;PTGER3;PTGER3;PTGER3,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200,hg19
cg24703125,chr19,33166148,Island,ANKRD27;RGS9BP,TSS200;TSS200,hg19
cg02795700,chr19,41036303,S_Shore,SPTBN4;SPTBN4,TSS200;Body,hg19
cg13556659,chr11,94276960,Island,FUT4,TSS200,hg19
cg23424273,chr6,78173227,Island,HTR1B,TSS200,hg19
cg03176143,chr19,4066940,Island,ZBTB7A,TSS200,hg19
cg10541674,chr12,57610491,Island,NXPH4,TSS200,hg19
cg21380842,chr21,39288830,Island,KCNJ6,TSS200,hg19
cg17895236,chr17,8924740,Island,NTN1,TSS200,hg19
cg07065217,chr14,105953092,Island,CRIP1,TSS200,hg19
cg07061916,chr13,72441515,S_Shore,DACH1;DACH1;DACH1,TSS200;TSS200;TSS200,hg19
cg16703647,chr15,78632592,N_Shore,CRABP1,TSS200,hg19
cg03962411,chr1,33546533,Island,ADC,TSS200,hg19
cg17656267,chr12,15942608,Island,EPS8,TSS200,hg19
cg07206001,chr6,150263118,Island,ULBP2,TSS200,hg19
cg10810799,chr12,54348707,Island,HOXC12,TSS200,hg19
cg21792156,chr6,27775847,Island,HIST1H2AI;HIST1H2BL,TSS200;TSS200,hg19
cg23644960,chr11,101454823,S_Shore,TRPC6,TSS200,hg19
cg15849864,chr15,73661642,Island,HCN4,TSS200,hg19
cg08005992,chr11,31832959,Island,PAX6;PAX6;PAX6,TSS200;5'UTR;TSS200,hg19
cg07090138,chr2,87035688,N_Shore,CD8A,TSS200,hg19
cg23988749,chr6,30585293,Island,MRPS18B;PPP1R10,TSS200;TSS1500,hg19
cg01610488,chr8,72987870,Island,TRPA1,TSS200,hg19
cg08478447,chr3,53528849,Island,CACNA1D;CACNA1D;CACNA1D,TSS200;TSS200;TSS200,hg19
cg06577604,chr3,184279443,Island,EPHB3,TSS200,hg19
cg21729186,chr6,26285766,Island,HIST1H4H,TSS200,hg19
cg10064079,chr20,44600917,Island,ZNF335,TSS200,hg19
cg10020373,chr2,63277944,Island,OTX1,TSS200,hg19
cg21969395,chr4,155664998,Island,LRAT,TSS200,hg19
cg21957156,chr1,26372718,Island,SLC30A2;SLC30A2,TSS200;TSS200,hg19
cg14046986,chr1,167599371,N_Shore,RCSD1,TSS200,hg19
cg06522946,chr2,230579461,Island,DNER,TSS200,hg19
cg01287975,chr7,97361241,Island,TAC1;TAC1;TAC1;TAC1,TSS200;TSS200;TSS200;TSS200,hg19
cg27660104,chr1,220863462,N_Shore,C1orf115,TSS200,hg19
cg04308089,chr15,96869027,S_Shelf,NR2F2,TSS200,hg19
cg05182249,chr14,90527985,Island,KCNK13,TSS200,hg19
cg04344205,chr1,3566818,Island,WDR8,TSS200,hg19
cg14273822,chr6,26271716,N_Shore,HIST1H3G;HIST1H2BI,TSS200;TSS1500,hg19
cg05250042,chr8,38243879,Island,LETM2,TSS200,hg19
cg22359606,chr2,182545492,N_Shelf,NEUROD1,TSS200,hg19
cg03993263,chr1,18434114,Island,IGSF21,TSS200,hg19
cg16024950,chr7,100254149,Island,ACTL6B,TSS200,hg19
cg02773756,chr6,27799308,Island,HIST1H4K,TSS200,hg19
cg14582356,chr10,95326230,Island,GPR120,TSS200,hg19
cg24425171,chr2,25391711,Island,POMC;POMC,TSS200;TSS200,hg19
cg12810523,chr7,27187374,Island,HOXA6,TSS200,hg19
cg12325507,chr9,74764263,Island,GDA,TSS200,hg19
cg10530281,chr12,115122054,Island,TBX3;TBX3,TSS200;TSS200,hg19
cg11138929,chr3,113251189,N_Shore,SIDT1,TSS200,hg19
cg17731992,chr6,31324997,Island,HLA-B,TSS200,hg19
cg26744375,chr7,27135723,Island,HOXA1;HOXA1,TSS200;TSS200,hg19
cg02423064,chr17,32484008,Island,ACCN1,TSS200,hg19
cg10823926,chr1,145549189,OpenSea,ANKRD35,TSS200,hg19
cg01116067,chr1,2461838,Island,HES5,TSS200,hg19
cg15308664,chr3,27763797,Island,EOMES,TSS200,hg19
cg01328892,chr6,133562332,Island,EYA4;EYA4;EYA4,TSS200;TSS200;TSS200,hg19
cg01464052,chr1,150255137,S_Shore,C1orf51,TSS200,hg19
cg03569748,chr17,37764220,Island,NEUROD2,TSS200,hg19
cg21449170,chr7,130419062,Island,KLF14,TSS200,hg19
cg22975147,chr17,8021903,N_Shore,ALOXE3;ALOXE3,TSS200;Body,hg19
cg09107315,chr1,78511488,N_Shore,GIPC2,TSS200,hg19
cg00881552,chr14,90527990,Island,KCNK13,TSS200,hg19
cg25874421,chr14,90527917,Island,KCNK13,TSS200,hg19
cg14807248,chr5,111755067,Island,EPB41L4A;FLJ11235,TSS200;TSS1500,hg19
cg03929977,chr12,5019017,Island,KCNA1,TSS200,hg19
cg16316649,chr2,211090349,S_Shore,ACADL,TSS200,hg19
cg01185626,chr1,75594016,N_Shore,LHX8,TSS200,hg19
cg14186937,chr11,101454765,S_Shore,TRPC6,TSS200,hg19
cg13836770,chr1,12226913,Island,TNFRSF1B,TSS200,hg19
cg11035195,chr17,72920232,Island,OTOP2;USH1G,TSS200;TSS1500,hg19
cg15479139,chr6,26032472,N_Shore,HIST1H3B,TSS200,hg19
cg22300727,chr22,18893587,Island,DGCR6,TSS200,hg19
cg02656667,chr6,26204710,N_Shore,HIST1H4E,TSS200,hg19
cg15384821,chr10,64576232,Island,EGR2;EGR2;EGR2;EGR2,TSS200;5'UTR;TSS200;TSS200,hg19
cg10196861,chr16,23193991,Island,SCNN1G,TSS200,hg19
cg04084157,chr7,100809049,Island,VGF,TSS200,hg19
cg11102794,chr11,8285587,S_Shore,LMO1,TSS200,hg19
cg00300750,chr8,99956467,N_Shore,OSR2;OSR2,TSS200;TSS200,hg19
cg24098927,chr7,86273180,OpenSea,GRM3,TSS200,hg19
cg11654490,chr10,102505349,Island,PAX2;PAX2;PAX2;PAX2;PAX2,TSS200;TSS200;TSS200;TSS200;TSS200,hg19
cg20046330,chr8,80523364,N_Shore,STMN2,TSS200,hg19
cg24778909,chr17,54670875,Island,NOG,TSS200,hg19
cg09530407,chr11,22359486,N_Shelf,SLC17A6,TSS200,hg19
cg24405537,chr12,14924105,S_Shore,HIST4H4,TSS200,hg19
cg03026462,chr14,38064490,Island,FOXA1,TSS200,hg19
cg10895922,chr5,172662315,N_Shore,NKX2-5;NKX2-5;NKX2-5,TSS200;TSS200;TSS200,hg19
cg04167903,chr7,27135746,Island,HOXA1;HOXA1,TSS200;TSS200,hg19
cg09968620,chr2,176987383,Island,HOXD9,TSS200,hg19
cg15638055,chr8,110986974,Island,KCNV1,TSS200,hg19
cg09413615,chr15,78913637,S_Shore,CHRNA3;CHRNA3,TSS200;TSS200,hg19
cg01249823,chr14,73360841,Island,DPF3,TSS200,hg19
cg04237663,chr8,110987019,N_Shore,KCNV1,TSS200,hg19
cg06874767,chr2,20646825,Island,RHOB,TSS200,hg19
cg15797110,chr7,27196314,Island,HOXA7,TSS200,hg19
cg24842733,chr6,84419237,Island,SNAP91;SNAP91,TSS200;TSS200,hg19
cg20518889,chr2,71127529,Island,VAX2,TSS200,hg19
cg22826141,chr7,37956648,S_Shore,SFRP4,TSS200,hg19
cg07963033,chr7,116139322,N_Shore,CAV2;CAV2,TSS200;TSS200,hg19
