Name,chr,pos,Relation_to_Island,UCSC_RefGene_Name,UCSC_RefGene_Group,hg,clock,weight_clock
cg19591696,chr8,33132258,OpenSea,,,hg19,PROimm_pos,-1
cg17609783,chr10,60094222,N_Shore,UBE2D1;UBE2D1,TSS1500;TSS1500,hg19,PROimm_pos,-1
cg19704073,chr1,3162159,N_Shore,PRDM16;PRDM16,Body;Body,hg19,PROimm_pos,-1
cg06530222,chr22,41773519,N_Shelf,TEF,Body,hg19,PROimm_pos,-1
cg13080606,chr1,110999462,OpenSea,PROK1,3'UTR,hg19,PROimm_pos,-1
cg02619747,chr17,3457654,OpenSea,TRPV3;TRPV3,Body;Body,hg19,PROimm_pos,-1
cg00209576,chr21,42443462,OpenSea,,,hg19,PROimm_pos,-1
cg25271525,chr15,97316699,OpenSea,,,hg19,PROimm_pos,-1
cg05646765,chr16,55424125,OpenSea,,,hg19,PROimm_pos,-1
cg13277832,chr4,117413101,OpenSea,,,hg19,PROimm_pos,-1
cg15143895,chr10,88132460,OpenSea,,,hg19,PROimm_pos,-1
cg03483836,chr20,30406413,OpenSea,MYLK2,TSS1500,hg19,PROimm_pos,-1
cg24631806,chr2,146481289,OpenSea,,,hg19,PROimm_pos,-1
cg01525432,chr11,84150197,OpenSea,DLG2;DLG2;DLG2,Body;Body;Body,hg19,PROimm_pos,-1
cg21178645,chr9,93375779,OpenSea,DIRAS2,Body,hg19,PROimm_pos,-1
cg04724807,chr14,62396305,OpenSea,,,hg19,PROimm_pos,-1
cg09837116,chr17,77190359,N_Shelf,HRNBP3,5'UTR,hg19,PROimm_pos,-1
cg14303018,chr8,129843917,OpenSea,,,hg19,PROimm_pos,-1
cg21020378,chr18,944615,OpenSea,,,hg19,PROimm_pos,-1
cg14139082,chr6,52050190,OpenSea,IL17A,TSS1500,hg19,PROimm_pos,-1
cg24936204,chr6,33157138,N_Shelf,COL11A2;COL11A2;COL11A2;COL11A2,Body;Body;Body;Body,hg19,PROimm_pos,-1
cg17210979,chr21,31869664,OpenSea,KRTAP19-4,TSS1500,hg19,PROimm_pos,-1
cg04832599,chr1,21920028,OpenSea,,,hg19,PROimm_pos,-1
cg11897219,chr5,174187597,OpenSea,,,hg19,PROimm_pos,-1
cg19578305,chr2,213548986,OpenSea,,,hg19,PROimm_pos,-1
cg01046382,chr2,169658950,OpenSea,NOSTRIN;NOSTRIN;NOSTRIN;NOSTRIN,TSS200;TSS200;TSS200;5'UTR,hg19,PROimm_pos,-1
cg17945898,chr16,46590123,OpenSea,ANKRD26P1,Body,hg19,PROimm_pos,-1
cg15071887,chr19,13335758,OpenSea,CACNA1A;CACNA1A;CACNA1A;CACNA1A;CACNA1A,Body;Body;Body;Body;Body,hg19,PROimm_pos,-1
cg17192451,chr10,45382048,OpenSea,TMEM72-AS1,Body,hg19,PROimm_pos,-1
cg08733789,chr3,37724048,OpenSea,ITGA9,Body,hg19,PROimm_pos,-1
cg04296842,chr22,43813705,N_Shelf,MPPED1,5'UTR,hg19,PROimm_pos,-1
cg09215698,chr12,301393,S_Shelf,SLC6A12;SLC6A12;SLC6A12;SLC6A12,Body;Body;Body;Body,hg19,PROimm_pos,-1
cg10915504,chr5,172705701,OpenSea,,,hg19,PROimm_pos,-1
cg07209977,chr1,15224956,OpenSea,KIAA1026;KIAA1026,Body;Body,hg19,PROimm_pos,-1
cg09557576,chr15,101856487,OpenSea,PCSK6;PCSK6;PCSK6,Body;Body;Body,hg19,PROimm_pos,-1
cg01927472,chr2,16213499,OpenSea,GACAT3,Body,hg19,PROimm_pos,-1
cg17902219,chr5,84725083,OpenSea,,,hg19,PROimm_pos,-1
cg16468417,chr3,35835606,OpenSea,ARPP-21,3'UTR,hg19,PROimm_pos,-1
cg16418329,chr4,71200751,OpenSea,C4orf35;C4orf35,1stExon;5'UTR,hg19,PROimm_pos,-1
cg07010075,chr2,121199631,N_Shore,,,hg19,PROimm_pos,1
cg06842856,chr8,72728808,OpenSea,,,hg19,PROimm_pos,-1
cg05825121,chr4,67950111,OpenSea,,,hg19,PROimm_pos,-1
cg12377988,chr1,217250241,OpenSea,ESRRG;ESRRG;ESRRG;ESRRG;ESRRG;ESRRG;ESRRG;ESRRG;ESRRG;ESRRG;ESRRG,1stExon;1stExon;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,hg19,PROimm_pos,-1
cg07657824,chr2,101258992,OpenSea,,,hg19,PROimm_pos,-1
cg13652373,chr22,49581756,S_Shore,,,hg19,PROimm_pos,-1
cg18581392,chr12,111594333,OpenSea,CUX2,Body,hg19,PROimm_pos,-1
cg13923018,chr5,31855380,Island,PDZD2,Body,hg19,PROimm_pos,1
cg10952234,chr1,203020617,OpenSea,PPFIA4;PPFIA4,5'UTR;1stExon,hg19,PROimm_pos,-1
cg00451388,chr2,11051135,N_Shore,KCNF1,TSS1500,hg19,PROimm_pos,-1
cg24458598,chr3,39508059,OpenSea,MOBP;MOBP;MOBP;MOBP;MOBP;MOBP,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,hg19,PROimm_pos,-1
cg04556646,chr22,45310578,N_Shore,PHF21B;PHF21B,Body;Body,hg19,PROimm_pos,-1
cg18921583,chr11,117510799,OpenSea,DSCAML1,Body,hg19,PROimm_pos,-1
cg19015062,chr7,48703053,OpenSea,,,hg19,PROimm_pos,-1
cg25363091,chr3,1546867,OpenSea,,,hg19,PROimm_pos,-1
cg09446656,chr22,33356753,OpenSea,SYN3;SYN3;SYN3,Body;Body;Body,hg19,PROimm_pos,-1
cg03407562,chr8,1682921,OpenSea,,,hg19,PROimm_pos,-1
cg10785571,chr13,113619686,N_Shelf,,,hg19,PROimm_pos,-1
cg08549728,chr11,66456462,N_Shelf,SPTBN2,Body,hg19,PROimm_pos,-1
cg08691918,chr20,55170322,OpenSea,,,hg19,PROimm_pos,-1
cg07324746,chr21,32877312,OpenSea,TIAM1,5'UTR,hg19,PROimm_pos,-1
cg20608786,chr10,121265838,OpenSea,RGS10;RGS10,Body;Body,hg19,PROimm_pos,1
cg18380349,chr7,4245377,OpenSea,SDK1;SDK1,Body;Body,hg19,PROimm_pos,-1
cg25488058,chr20,6159419,OpenSea,,,hg19,PROimm_pos,-1
cg25356021,chr18,53976471,OpenSea,,,hg19,PROimm_pos,-1
cg11333566,chr1,186062773,OpenSea,HMCN1;MIR548F1,Body;Body,hg19,PROimm_pos,-1
cg12263011,chr19,39001158,OpenSea,RYR1;RYR1,Body;Body,hg19,PROimm_pos,-1
cg07991389,chr1,7929877,OpenSea,,,hg19,PROimm_pos,-1
cg12344602,chr3,13497035,OpenSea,,,hg19,PROimm_pos,-1
cg18376437,chr12,119554976,OpenSea,SRRM4,Body,hg19,PROimm_pos,-1
cg00637795,chr15,82553671,N_Shore,EFTUD1;FAM154B;EFTUD1,Body;TSS1500;Body,hg19,PROimm_pos,-1
cg12982742,chr20,57992547,OpenSea,,,hg19,PROimm_pos,-1
cg01152072,chr4,27097275,OpenSea,,,hg19,PROimm_pos,-1
cg26903218,chr4,179218324,OpenSea,,,hg19,PROimm_pos,-1
cg14467134,chr9,132636614,N_Shore,USP20;USP20;USP20,Body;Body;Body,hg19,PROimm_pos,1
cg23358793,chr10,87902447,OpenSea,GRID1,Body,hg19,PROimm_pos,-1
cg20197123,chr10,125923337,OpenSea,,,hg19,PROimm_pos,-1
cg04721023,chr5,3203176,OpenSea,,,hg19,PROimm_pos,-1
cg13092358,chr13,70964861,OpenSea,,,hg19,PROimm_pos,-1
cg23890059,chr12,114943047,OpenSea,,,hg19,PROimm_pos,-1
cg27363745,chr13,55794927,OpenSea,,,hg19,PROimm_pos,-1
cg17816270,chr5,159405637,OpenSea,,,hg19,PROimm_pos,-1
cg14580628,chr5,43602116,N_Shore,NNT;NNT,TSS1500;TSS1500,hg19,PROimm_pos,-1
cg11755667,chr2,25360029,OpenSea,EFR3B,Body,hg19,PROimm_pos,-1
cg19864226,chr8,43359945,OpenSea,,,hg19,PROimm_pos,-1
cg18797624,chr8,86083994,OpenSea,,,hg19,PROimm_pos,-1
cg22895366,chr22,39574449,OpenSea,,,hg19,PROimm_pos,-1
cg07313155,chr17,38218601,N_Shore,THRA;THRA,TSS1500;TSS1500,hg19,PROimm_pos,-1
cg00482232,chr6,28226203,N_Shore,NKAPL,TSS1500,hg19,PROimm_pos,-1
cg12854357,chr12,125769708,OpenSea,,,hg19,PROimm_pos,-1
cg27049015,chr10,114122183,OpenSea,,,hg19,PROimm_pos,-1
cg21023470,chr17,1596933,OpenSea,,,hg19,PROimm_pos,-1
cg00722834,chr4,185871509,N_Shore,,,hg19,PROimm_pos,-1
cg16329509,chr11,63871343,OpenSea,MACROD1;FLRT1,Body;TSS200,hg19,PROimm_pos,-1
cg12007339,chr7,97133164,OpenSea,,,hg19,PROimm_pos,-1
cg26788044,chr10,21483729,OpenSea,,,hg19,PROimm_pos,-1
cg10225229,chr16,88162664,N_Shore,,,hg19,PROimm_pos,-1
cg05381508,chr9,35080815,S_Shore,FANCG,TSS1500,hg19,PROimm_pos,1
cg00445426,chr16,57537114,OpenSea,,,hg19,PROimm_pos,-1
cg21192635,chr8,134609441,OpenSea,,,hg19,PROimm_pos,-1
cg16104276,chr1,44880317,N_Shelf,RNF220,Body,hg19,PROimm_pos,-1
cg17670263,chr19,54210233,OpenSea,MIR520C,TSS1500,hg19,PROimm_pos,-1
cg02362841,chr4,92679779,OpenSea,,,hg19,PROimm_pos,-1
cg03965221,chr14,21789604,OpenSea,RPGRIP1,Body,hg19,PROimm_pos,-1
cg27449209,chr9,136396558,N_Shelf,ADAMTSL2,TSS1500,hg19,PROimm_pos,-1
cg22839460,chr17,72599780,OpenSea,,,hg19,PROimm_pos,-1
cg25253425,chr22,45297016,OpenSea,PHF21B;PHF21B;PHF21B;PHF21B,Body;Body;Body;Body,hg19,PROimm_pos,-1
cg23799341,chr1,152955574,OpenSea,SPRR1A;SPRR1A,TSS1500;TSS1500,hg19,PROimm_pos,-1
cg24253583,chr3,62951532,OpenSea,,,hg19,PROimm_pos,-1
cg26231761,chr1,4744796,OpenSea,AJAP1;AJAP1,Body;Body,hg19,PROimm_pos,-1
cg00887902,chr8,56436393,OpenSea,XKR4,Body,hg19,PROimm_pos,-1
cg00982519,chr10,10837818,OpenSea,SFTA1P,TSS1500,hg19,PROimm_pos,-1
cg03624582,chr8,1619490,S_Shore,DLGAP2;DLGAP2,Body;Body,hg19,PROimm_pos,-1
cg22698209,chr10,86014880,OpenSea,RGR;RGR;RGR,Body;Body;Body,hg19,PROimm_pos,-1
cg03751299,chr13,30046617,OpenSea,MTUS2;MTUS2,Body;Body,hg19,PROimm_pos,-1
cg16451978,chr3,5562244,OpenSea,,,hg19,PROimm_pos,-1
cg05536286,chr15,92972514,OpenSea,ST8SIA2,Body,hg19,PROimm_pos,-1
cg02533708,chr10,79462073,OpenSea,,,hg19,PROimm_pos,-1
cg12487076,chr6,2398759,OpenSea,GMDS-AS1,Body,hg19,PROimm_pos,-1
cg10287111,chr14,101592058,OpenSea,,,hg19,PROimm_pos,-1
cg25140451,chr3,163194121,OpenSea,,,hg19,PROimm_pos,-1
cg20339371,chr13,53781040,OpenSea,,,hg19,PROimm_pos,-1
cg14507482,chr7,51084006,OpenSea,COBL,3'UTR,hg19,PROimm_pos,-1
cg14255707,chr16,26328315,OpenSea,,,hg19,PROimm_pos,-1
cg02679192,chr15,51705966,OpenSea,,,hg19,PROimm_pos,-1
cg27136783,chr17,71500117,OpenSea,SDK2,Body,hg19,PROimm_pos,-1
cg10785793,chr1,207392261,OpenSea,,,hg19,PROimm_pos,-1
cg07289977,chr3,76891569,OpenSea,,,hg19,PROimm_pos,-1
cg19743686,chr6,2637301,S_Shelf,,,hg19,PROimm_pos,-1
cg15552054,chr16,939156,OpenSea,LMF1;LMF1;LMF1,Body;Body;Body,hg19,PROimm_pos,-1
cg27451089,chr18,63605791,OpenSea,,,hg19,PROimm_pos,-1
cg04580960,chr10,49439122,OpenSea,FRMPD2,Body,hg19,PROimm_pos,-1
cg22157167,chr8,112153538,OpenSea,LINC01609,Body,hg19,PROimm_pos,-1
cg22620756,chr6,159342704,OpenSea,,,hg19,PROimm_pos,-1
cg08762819,chr11,11757920,OpenSea,,,hg19,PROimm_pos,-1
cg05898960,chr1,228524822,OpenSea,OBSCN;OBSCN;OBSCN;OBSCN;OBSCN;OBSCN,ExonBnd;ExonBnd;ExonBnd;Body;Body;Body,hg19,PROimm_pos,-1
cg17506694,chr1,110998481,OpenSea,PROK1,Body,hg19,PROimm_pos,-1
cg22604393,chr2,89443642,OpenSea,,,hg19,PROimm_pos,-1
cg08113056,chr5,41215064,OpenSea,C6;C6,TSS1500;5'UTR,hg19,PROimm_pos,-1
cg13502195,chr14,63159927,OpenSea,,,hg19,PROimm_pos,-1
cg00994277,chr22,46539114,OpenSea,,,hg19,PROimm_pos,-1
cg20907409,chr14,96284990,OpenSea,,,hg19,PROimm_pos,-1
cg22672790,chr5,161112787,OpenSea,GABRA6;GABRA6,1stExon;5'UTR,hg19,PROimm_pos,-1
cg17082371,chr8,84823725,OpenSea,,,hg19,PROimm_pos,-1
cg11742595,chr16,58505377,OpenSea,NDRG4;NDRG4;NDRG4,5'UTR;Body;5'UTR,hg19,PROimm_pos,-1
cg22172600,chr7,34700910,OpenSea,NPSR1;NPSR1;NPSR1;NPSR1;NPSR1;NPSR1-AS1;NPSR1-AS1,Body;Body;Body;Body;Body;Body;Body,hg19,PROimm_pos,-1
cg08890080,chr2,1863232,OpenSea,MYT1L;MYT1L,Body;Body,hg19,PROimm_pos,-1
cg16772039,chr1,228504281,Island,OBSCN;OBSCN,Body;Body,hg19,PROimm_pos,-1
cg09332770,chr15,99638955,N_Shore,,,hg19,PROimm_pos,-1
cg25198111,chr2,26934498,OpenSea,KCNK3,Body,hg19,PROimm_pos,-1
cg08041759,chr4,180031642,OpenSea,,,hg19,PROimm_pos,-1
cg09189889,chr13,95132211,OpenSea,DCT;DCT,TSS1500;TSS1500,hg19,PROimm_pos,-1
cg07432114,chr11,60523170,OpenSea,MS4A15;MS4A15;MS4A15;MS4A15,TSS1500;TSS1500;TSS1500;TSS1500,hg19,PROimm_pos,-1
cg26921254,chr21,32128785,OpenSea,KRTAP21-1,TSS1500,hg19,PROimm_pos,-1
cg24776194,chr4,41577610,OpenSea,LIMCH1;LIMCH1;LIMCH1;LIMCH1;LIMCH1,5'UTR;Body;Body;Body;Body,hg19,PROimm_pos,-1
cg20813724,chr1,55828506,OpenSea,,,hg19,PROimm_pos,-1
cg20875625,chr1,112159392,N_Shelf,,,hg19,PROimm_pos,-1
cg18472392,chr2,95985487,OpenSea,KCNIP3,Body,hg19,PROimm_pos,-1
cg06586560,chr1,149870427,N_Shore,BOLA1,TSS1500,hg19,PROimm_pos,-1
cg16324783,chr14,100123757,N_Shore,HHIPL1;HHIPL1,Body;Body,hg19,PROimm_pos,-1
cg24690951,chr6,33822375,OpenSea,,,hg19,PROimm_pos,-1
cg08008573,chr1,208786737,OpenSea,,,hg19,PROimm_pos,-1
cg14024458,chr19,17502610,S_Shore,,,hg19,PROimm_pos,-1
cg19746541,chr3,47577906,OpenSea,,,hg19,PROimm_pos,-1
cg06495038,chr5,76247647,N_Shore,CRHBP,TSS1500,hg19,PROimm_pos,-1
cg24787413,chr2,105410974,OpenSea,,,hg19,PROimm_pos,-1
cg14740295,chr4,29047890,OpenSea,,,hg19,PROimm_pos,-1
cg26669717,chr7,641028,N_Shelf,PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B,Body;Body;Body;Body;Body;Body,hg19,PROimm_pos,-1
cg19238840,chr16,20339175,OpenSea,GP2;GP2;GP2;GP2,TSS1500;TSS1500;TSS1500;TSS1500,hg19,PROimm_pos,-1
cg14280650,chr11,119387258,OpenSea,,,hg19,PROimm_pos,-1
cg10207850,chr2,26955177,S_Shelf,,,hg19,PROimm_pos,-1
cg23290739,chr14,102223459,N_Shelf,,,hg19,PROimm_pos,-1
cg20264214,chr20,13781473,OpenSea,NDUFAF5;NDUFAF5;NDUFAF5,Body;Body;Body,hg19,PROimm_pos,1
cg18054325,chr10,13458381,OpenSea,,,hg19,PROimm_pos,-1
cg20378977,chr20,55252159,OpenSea,,,hg19,PROimm_pos,-1
cg02658662,chr2,240606062,OpenSea,,,hg19,PROimm_pos,-1
cg10337521,chr11,55889658,OpenSea,OR8H3,TSS200,hg19,PROimm_pos,-1
cg27178677,chr20,8834803,OpenSea,PLCB1;PLCB1,Body;3'UTR,hg19,PROimm_pos,-1
cg20761098,chr9,124479719,OpenSea,DAB2IP,Body,hg19,PROimm_pos,1
cg09268812,chr2,129542669,OpenSea,,,hg19,PROimm_pos,-1
cg19599165,chr2,120195527,OpenSea,TMEM37,3'UTR,hg19,PROimm_pos,-1
cg26266934,chr15,93199519,S_Shore,FAM174B,TSS1500,hg19,PROimm_pos,-1
cg01059047,chr17,34097545,S_Shore,MMP28,Body,hg19,PROimm_pos,-1
cg17446488,chr6,6772111,OpenSea,,,hg19,PROimm_pos,-1
cg21992132,chr1,109813335,OpenSea,CELSR2,Body,hg19,PROimm_pos,-1
cg13579036,chr15,61947240,OpenSea,,,hg19,PROimm_pos,-1
cg23322812,chr10,88024673,S_Shore,MIR346;GRID1,TSS200;Body,hg19,PROimm_pos,-1
cg14933153,chr18,45745909,OpenSea,,,hg19,PROimm_pos,-1
cg18384385,chr8,86264242,OpenSea,CA1;CA1;CA1;CA1;CA1;CA1,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,hg19,PROimm_pos,-1
cg16145086,chr7,34404459,OpenSea,NPSR1-AS1;NPSR1-AS1,Body;Body,hg19,PROimm_pos,-1
cg12597822,chr16,5558255,OpenSea,,,hg19,PROimm_pos,-1
cg15410101,chr7,71151776,OpenSea,WBSCR17,Body,hg19,PROimm_pos,-1
cg17778120,chr3,139195319,OpenSea,RBP2;RBP2,1stExon;5'UTR,hg19,PROimm_pos,-1
cg04653199,chr20,47471333,OpenSea,,,hg19,PROimm_pos,-1
cg09757238,chr3,5772913,OpenSea,,,hg19,PROimm_pos,-1
cg01062621,chr6,68317300,OpenSea,,,hg19,PROimm_pos,-1
cg02079079,chr1,207581527,OpenSea,,,hg19,PROimm_pos,-1
cg26413501,chr6,140762703,OpenSea,,,hg19,PROimm_pos,-1
cg17453273,chr2,24644729,OpenSea,,,hg19,PROimm_pos,-1
cg16550446,chr22,48030204,S_Shelf,,,hg19,PROimm_pos,-1
cg15254954,chr19,8420745,OpenSea,,,hg19,PROimm_pos,-1
cg22587131,chr2,137039375,OpenSea,,,hg19,PROimm_pos,-1
cg04859027,chr2,175629635,OpenSea,CHRNA1;CHRNA1,TSS1500;TSS1500,hg19,PROimm_pos,-1
cg12327907,chr17,18862692,OpenSea,SLC5A10;SLC5A10;SLC5A10;SLC5A10;SLC5A10,Body;Body;Body;Body;Body,hg19,PROimm_pos,-1
cg14494365,chr7,157528653,S_Shore,PTPRN2;PTPRN2;PTPRN2,Body;Body;Body,hg19,PROimm_pos,-1
cg24735941,chr3,7602389,OpenSea,GRM7;GRM7,Body;Body,hg19,PROimm_pos,-1
cg17729694,chr10,88078979,OpenSea,GRID1,Body,hg19,PROimm_pos,-1
cg06643951,chr2,25352777,N_Shore,EFR3B,Body,hg19,PROimm_pos,-1
cg24717158,chr3,184096956,N_Shelf,THPO;THPO;THPO;THPO;THPO;THPO;THPO;THPO;THPO;THPO;CHRD;CHRD;CHRD;CHRD;CHRD,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,hg19,PROimm_pos,-1
cg13459663,chr11,2737466,OpenSea,KCNQ1;KCNQ1,Body;Body,hg19,PROimm_pos,-1
cg21707918,chr2,121432195,OpenSea,,,hg19,PROimm_pos,-1
cg24052666,chr2,239960898,OpenSea,,,hg19,PROimm_pos,-1
cg10961914,chr9,135702353,OpenSea,AK8,Body,hg19,PROimm_pos,-1
cg06265809,chr14,101525784,OpenSea,MIR496;MIR154,TSS1500;TSS1500,hg19,PROimm_pos,-1
cg20182454,chr10,7662882,OpenSea,ITIH5;ITIH5;ITIH5,TSS1500;Body;Body,hg19,PROimm_pos,-1
cg01228962,chr22,22934076,OpenSea,,,hg19,PROimm_pos,-1
cg13848961,chr15,69308549,OpenSea,NOX5;NOX5;NOX5;NOX5;NOX5;MIR548H4,Body;Body;Body;Body;Body;Body,hg19,PROimm_pos,-1
cg20845494,chr13,55576092,OpenSea,,,hg19,PROimm_pos,-1
cg11146034,chr12,96590670,S_Shore,ELK3,5'UTR,hg19,PROimm_pos,-1
cg13882988,chr10,54531345,OpenSea,MBL2,1stExon,hg19,PROimm_pos,-1
cg11720474,chr6,24005096,OpenSea,,,hg19,PROimm_pos,-1
cg03260836,chr19,29899072,OpenSea,LOC284395,Body,hg19,PROimm_pos,-1
cg22116025,chr16,8244254,OpenSea,,,hg19,PROimm_pos,-1
cg05429123,chr8,81603653,OpenSea,ZNF704,Body,hg19,PROimm_pos,-1
cg20637304,chr5,122847387,N_Shore,CSNK1G3;CSNK1G3;CSNK1G3,TSS1500;TSS1500;TSS1500,hg19,PROimm_pos,-1
cg27394111,chr10,26612372,OpenSea,,,hg19,PROimm_pos,-1
cg14129477,chr17,53422220,OpenSea,,,hg19,PROimm_pos,-1
cg04136036,chr16,87683014,OpenSea,JPH3,Body,hg19,PROimm_pos,-1
cg25424453,chr22,23222560,OpenSea,,,hg19,PROimm_pos,-1
cg00111826,chr5,7983865,OpenSea,,,hg19,PROimm_pos,-1
cg08674520,chr6,168481057,S_Shore,FRMD1;FRMD1,TSS1500;Body,hg19,PROimm_pos,-1
cg08639799,chr1,1871162,N_Shelf,,,hg19,PROimm_pos,-1
cg08034990,chr2,11781958,OpenSea,GREB1,3'UTR,hg19,PROimm_pos,-1
cg15089957,chr12,100839185,OpenSea,,,hg19,PROimm_pos,-1
cg15498294,chr4,63493052,OpenSea,,,hg19,PROimm_pos,-1
cg11277355,chr7,141673714,OpenSea,TAS2R38,TSS200,hg19,PROimm_pos,-1
cg19182267,chr3,57132190,Island,IL17RD,Body,hg19,PROimm_pos,-1
cg26776366,chr1,4665655,OpenSea,,,hg19,PROimm_pos,-1
cg07252967,chr20,39121568,OpenSea,,,hg19,PROimm_pos,-1
cg27442616,chr4,124356800,OpenSea,,,hg19,PROimm_pos,-1
cg25297568,chr2,194828571,OpenSea,,,hg19,PROimm_pos,-1
cg06099303,chr1,96672496,OpenSea,,,hg19,PROimm_pos,-1
cg19053558,chr9,96731231,OpenSea,,,hg19,PROimm_pos,-1
cg10730959,chr16,47813631,OpenSea,,,hg19,PROimm_pos,-1
cg13073105,chr1,201324478,OpenSea,,,hg19,PROimm_pos,-1
cg24943660,chr1,237283949,OpenSea,RYR2,Body,hg19,PROimm_pos,-1
cg07670713,chr1,247653346,OpenSea,OR2W5,TSS1500,hg19,PROimm_pos,-1
cg12376584,chr12,15375209,S_Shore,RERG;RERG,TSS1500;TSS1500,hg19,PROimm_pos,-1
cg18942813,chr11,71101631,OpenSea,,,hg19,PROimm_pos,-1
cg24966555,chr5,37910554,OpenSea,,,hg19,PROimm_pos,-1
cg26925980,chr10,19002068,S_Shelf,,,hg19,PROimm_pos,-1
cg00365336,chr22,37378573,OpenSea,,,hg19,PROimm_pos,-1
cg05084205,chr9,140942398,S_Shore,CACNA1B;CACNA1B,Body;Body,hg19,PROimm_pos,-1
cg17975498,chr1,11668347,OpenSea,LOC101929181,TSS1500,hg19,PROimm_pos,-1
cg10524576,chr12,63322644,OpenSea,PPM1H,Body,hg19,PROimm_pos,-1
cg26465833,chr2,120253625,OpenSea,SCTR,Body,hg19,PROimm_pos,-1
cg09234698,chr1,5334430,OpenSea,,,hg19,PROimm_pos,-1
cg26950900,chr19,18915601,OpenSea,,,hg19,PROimm_pos,-1
cg01706716,chr5,129534785,OpenSea,,,hg19,PROimm_pos,-1
cg16367549,chr1,45054497,OpenSea,RNF220,Body,hg19,PROimm_pos,-1
cg02561009,chr10,43391363,N_Shelf,,,hg19,PROimm_pos,-1
cg01700921,chr12,120501551,OpenSea,CCDC64,Body,hg19,PROimm_pos,-1
cg25923465,chr14,25423782,OpenSea,STXBP6;STXBP6;STXBP6,Body;Body;Body,hg19,PROimm_pos,-1
cg18429097,chr3,149951008,OpenSea,,,hg19,PROimm_pos,-1
cg15089769,chr17,1373797,N_Shore,MYO1C;MYO1C;MYO1C;MYO1C;MYO1C;MYO1C,ExonBnd;ExonBnd;ExonBnd;Body;Body;Body,hg19,PROimm_pos,1
cg21548231,chr3,32381608,OpenSea,CMTM8,Body,hg19,PROimm_pos,-1
cg00253182,chr9,2619314,N_Shore,FLJ35024,Body,hg19,PROimm_pos,-1
cg27492744,chr3,167211682,OpenSea,WDR49,Body,hg19,PROimm_pos,-1
cg17539402,chr1,232320035,OpenSea,,,hg19,PROimm_pos,-1
cg15352186,chr8,39695907,OpenSea,ADAM2,TSS200,hg19,PROimm_pos,-1
cg01882249,chr2,107405927,OpenSea,,,hg19,PROimm_pos,-1
cg19499496,chr3,56468862,OpenSea,ERC2,Body,hg19,PROimm_pos,-1
cg03489020,chr3,69819855,OpenSea,MITF;MITF,Body;Body,hg19,PROimm_pos,-1
cg03069764,chr20,22199882,OpenSea,,,hg19,PROimm_pos,-1
cg07044501,chr2,239214275,OpenSea,,,hg19,PROimm_pos,-1
cg21594490,chr13,77556586,S_Shelf,,,hg19,PROimm_pos,-1
cg00394150,chr11,115497290,OpenSea,,,hg19,PROimm_pos,-1
cg14559634,chr8,17538007,OpenSea,MTUS1;MTUS1;MTUS1;MTUS1;MTUS1,Body;Body;Body;Body;Body,hg19,PROimm_pos,-1
cg21279804,chr2,41922576,N_Shelf,,,hg19,PROimm_pos,-1
cg22637865,chr22,43486524,S_Shore,TTLL1;TTLL1,TSS1500;TSS1500,hg19,PROimm_pos,-1
cg01712892,chr11,131513454,OpenSea,NTM,Body,hg19,PROimm_pos,-1
cg20080497,chr14,100183943,OpenSea,CYP46A1,Body,hg19,PROimm_pos,-1
cg06313263,chr5,157404442,OpenSea,,,hg19,PROimm_pos,-1
cg14937999,chr1,114646422,OpenSea,SYT6;SYT6,Body;Body,hg19,PROimm_pos,-1
cg16671079,chr17,74868561,S_Shore,MGAT5B;MGAT5B,Body;TSS200,hg19,PROimm_pos,-1
cg13976189,chr20,39521812,OpenSea,,,hg19,PROimm_pos,-1
cg00129234,chr3,99766639,OpenSea,FILIP1L;FILIP1L;CMSS1,5'UTR;5'UTR;Body,hg19,PROimm_pos,-1
cg11089489,chr14,37124313,N_Shore,,,hg19,PROimm_pos,1
cg20722987,chr11,1154976,N_Shore,,,hg19,PROimm_pos,-1
cg12163216,chr1,203134622,OpenSea,ADORA1;ADORA1,Body;Body,hg19,PROimm_pos,-1
cg05980942,chr11,71284825,N_Shelf,,,hg19,PROimm_pos,-1
cg15080477,chr9,93563351,N_Shore,SYK;SYK;SYK,TSS1500;TSS1500;TSS1500,hg19,PROimm_pos,-1
cg03605604,chr17,11171298,OpenSea,SHISA6;SHISA6;SHISA6,Body;Body;Body,hg19,PROimm_pos,-1
cg07269562,chr17,65262793,OpenSea,,,hg19,PROimm_pos,-1
cg04390849,chr20,62327611,N_Shore,TNFRSF6B;RTEL1-TNFRSF6B,TSS1500;Body,hg19,PROimm_pos,1
cg16958947,chr4,175270939,OpenSea,,,hg19,PROimm_pos,-1
cg07189780,chr14,96559472,OpenSea,C14orf132;C14orf132;C14orf132;C14orf132,3'UTR;3'UTR;3'UTR;3'UTR,hg19,PROimm_pos,-1
